lag,lb_stat,lb_pvalue,white_noise
4,0.8845794151914714,0.926762654702334,True
8,0.9720533612919021,0.9984188518247216,True
12,3.3327966425068607,0.9927034717276826,True
16,7.394008212542546,0.9648985973759892,True
